sample_id,image_path,relative_path,source_split,label,class_id,split,seed,sha256
trashnet_k5_00029,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/test/cardboard/cardboard211.jpg,test/cardboard/cardboard211.jpg,test,cardboard,0,train,777,9aa6cf0e9a86de7a3ce785cda8dcedf23539392a690e37d504afd0504596bf95
trashnet_k5_00033,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/test/cardboard/cardboard232.jpg,test/cardboard/cardboard232.jpg,test,cardboard,0,train,777,bd6b74c2562bfdb1c0d707616ab1b59da7c6931c78279ed99e19a97126667cbb
trashnet_k5_00035,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/test/cardboard/cardboard254.jpg,test/cardboard/cardboard254.jpg,test,cardboard,0,train,777,e9a6dac80da0113821417577293902328611a143698e4390a0b0cb40170f28bb
trashnet_k5_00036,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/test/cardboard/cardboard256.jpg,test/cardboard/cardboard256.jpg,test,cardboard,0,train,777,2b8355bbf7e90d8690ef27a299aaf413176cfa7fd6c90594a530e98ca4d66d37
trashnet_k5_00039,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/test/cardboard/cardboard264.jpg,test/cardboard/cardboard264.jpg,test,cardboard,0,train,777,ccf7f4e88f3f8c986161937e52e741265572ca997555bacd2e5f0dd75508016a
trashnet_k5_00040,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/test/cardboard/cardboard266.jpg,test/cardboard/cardboard266.jpg,test,cardboard,0,train,777,00e86b371fee7ff97b1709cf88e5ef4859ac4fd7463a9f15f2c67e7696be8029
trashnet_k5_00041,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/test/cardboard/cardboard267.jpg,test/cardboard/cardboard267.jpg,test,cardboard,0,train,777,946cd8879f7fee0903565ffc3800ebda7ca33ac087561ca0bf1612714bcd4d5c
trashnet_k5_00043,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/test/cardboard/cardboard273.jpg,test/cardboard/cardboard273.jpg,test,cardboard,0,train,777,7ff7a2d63bd81ccb00072311bdae1811e05be2407165ab3dd57d81d41a28ccd4
trashnet_k5_00045,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/test/cardboard/cardboard292.jpg,test/cardboard/cardboard292.jpg,test,cardboard,0,train,777,46e27e260d1ce2341235f162b7b7681dae08f8d8d494a9b50365b6a64ccfa7a0
trashnet_k5_00046,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/test/cardboard/cardboard294.jpg,test/cardboard/cardboard294.jpg,test,cardboard,0,train,777,1928c692335255284b24fb66446d694cc8b0ff360db60ddd21662f25158d07d4
trashnet_k5_00047,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/test/cardboard/cardboard305.jpg,test/cardboard/cardboard305.jpg,test,cardboard,0,train,777,416cf318238625e3c4a465e685e372ea5edbb69c10c832b666b2fdb1050bc17e
trashnet_k5_00048,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/test/cardboard/cardboard308.jpg,test/cardboard/cardboard308.jpg,test,cardboard,0,train,777,00780d2f2abc38c3f1f3c2a89c017702e890c652cfa8c6b70597278bb80d5ae0
trashnet_k5_00051,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/test/cardboard/cardboard346.jpg,test/cardboard/cardboard346.jpg,test,cardboard,0,train,777,3324e4a5a61aa8fc1a7764e1131ab92968f10a5ff02aeb29e5ef4513fbd55ebc
trashnet_k5_00052,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/test/cardboard/cardboard350.jpg,test/cardboard/cardboard350.jpg,test,cardboard,0,train,777,c4154176338a6af396600a1fe62ce65b31452ee01ba4f35f907f744f25d61e0b
trashnet_k5_00054,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/test/cardboard/cardboard358.jpg,test/cardboard/cardboard358.jpg,test,cardboard,0,train,777,382b0693c5d560a52b8632547013392b9dcc18cdf0b84c9fe7035073497b854c
trashnet_k5_00055,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/test/cardboard/cardboard365.jpg,test/cardboard/cardboard365.jpg,test,cardboard,0,train,777,3cab8da92906464c455c754c576cf7697ffb5d6ec169e7884f792f33cad264ab
trashnet_k5_00056,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/test/cardboard/cardboard370.jpg,test/cardboard/cardboard370.jpg,test,cardboard,0,train,777,9d751726e7b3a86c8c27e03984a3d10caf63df1e1479e5cc31bfb7b620b59273
trashnet_k5_00057,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/test/cardboard/cardboard371.jpg,test/cardboard/cardboard371.jpg,test,cardboard,0,train,777,0a2811895c18884b47751b2c019fa4e4c4786d9e85ab39d64148527df00648ed
trashnet_k5_00058,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/test/cardboard/cardboard377.jpg,test/cardboard/cardboard377.jpg,test,cardboard,0,train,777,836403b50cf91c009d42c3e64ef132a4799c2808a43ce155549e4dc57cdfe446
trashnet_k5_00061,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/test/cardboard/cardboard389.jpg,test/cardboard/cardboard389.jpg,test,cardboard,0,train,777,a89c0cebb6f211b3da34d56832082e6bf3a1d03d0abb8d7b043a937e37eccbe1
trashnet_k5_00063,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/test/cardboard/cardboard394.jpg,test/cardboard/cardboard394.jpg,test,cardboard,0,train,777,7967131a88d275148711ed1bd7f6940ce41e7af6aa57a50f43e91c8e430be3cc
trashnet_k5_00064,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/test/cardboard/cardboard399.jpg,test/cardboard/cardboard399.jpg,test,cardboard,0,train,777,60495c8bc2534d43ebd44b7f4e534cc7f4c2408ced3dba5b0415e5b79cb4b007
trashnet_k5_00066,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/test/cardboard/cardboard48.jpg,test/cardboard/cardboard48.jpg,test,cardboard,0,train,777,4c3e9ba3a79aedda1f6346fb8f7ff400e9fbc2c35af71d081bc0d7a86ac55c54
trashnet_k5_00067,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/test/cardboard/cardboard57.jpg,test/cardboard/cardboard57.jpg,test,cardboard,0,train,777,42eca9d4f3d04039b1fda9f02b359dfd5399d91c4e1de7a194b577e484603356
trashnet_k5_00068,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/test/cardboard/cardboard58.jpg,test/cardboard/cardboard58.jpg,test,cardboard,0,train,777,57377ae353ec92a26bcb378a5b26d68910bec776600ebc486d17fb0a93bdabf9
trashnet_k5_00069,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/test/cardboard/cardboard6.jpg,test/cardboard/cardboard6.jpg,test,cardboard,0,train,777,3b0a8c4f56f40c65c2803095cb0e749c96f1fbda615ff23eec4fca0c0f8e1769
trashnet_k5_00070,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/test/cardboard/cardboard62.jpg,test/cardboard/cardboard62.jpg,test,cardboard,0,train,777,d8b0f41dfe01beabe7bf3c0a7cf6e6e984e4a16e5ce5455aa6a0869fbf3018a3
trashnet_k5_00072,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/test/cardboard/cardboard68.jpg,test/cardboard/cardboard68.jpg,test,cardboard,0,train,777,a9cf8d4031615579cb9a8a1432bda79d3a88c839ce70f996a4b0cdbce2a34da8
trashnet_k5_00073,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/test/cardboard/cardboard76.jpg,test/cardboard/cardboard76.jpg,test,cardboard,0,train,777,21611cf22abe1189b1ef40c04f9794bae470937977bba35527af7270cd596f2b
trashnet_k5_00075,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/test/cardboard/cardboard80.jpg,test/cardboard/cardboard80.jpg,test,cardboard,0,train,777,f48920b82e11077a3a6dfe610bc1e42bb6d4f9b65bd81610d973cb90f79d29f9
trashnet_k5_00076,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/test/cardboard/cardboard82.jpg,test/cardboard/cardboard82.jpg,test,cardboard,0,train,777,29eba1d56170aff46dba36017ba310b0e72101448f8a03551ca9e23aafdad4c2
trashnet_k5_00077,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/test/cardboard/cardboard85.jpg,test/cardboard/cardboard85.jpg,test,cardboard,0,train,777,c7497d10f2fb86d28e0cebbcecf9e8d8a971b5f932a8f9dff8b4f484962dbf4d
trashnet_k5_00079,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/test/cardboard/cardboard90.jpg,test/cardboard/cardboard90.jpg,test,cardboard,0,train,777,154aa49e8581d68981e2c0048c51b1ae448babc4cc08c03a91a815af12f66f80
trashnet_k5_00081,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/train/cardboard/cardboard1.jpg,train/cardboard/cardboard1.jpg,train,cardboard,0,train,777,9573fd98a5aca2ab9a4c5b9ebcdfa4dcf9719b216c2025ee4305c4df611c885f
trashnet_k5_00082,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/train/cardboard/cardboard10.jpg,train/cardboard/cardboard10.jpg,train,cardboard,0,train,777,f460e7a993aabafef6839fa1fce1034c40713411beff3211e8c93d1514fb1924
trashnet_k5_00083,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/train/cardboard/cardboard100.jpg,train/cardboard/cardboard100.jpg,train,cardboard,0,train,777,13277fa7ae788f6f342a7d41ada36d4adcd20c58e504f2302b619f3b79087b92
trashnet_k5_00084,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/train/cardboard/cardboard102.jpg,train/cardboard/cardboard102.jpg,train,cardboard,0,train,777,5a88bce0103f59145f02b7fc0f50aa6dc3fbf29a1ffcaeeea0ea6661a58e0278
trashnet_k5_00086,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/train/cardboard/cardboard104.jpg,train/cardboard/cardboard104.jpg,train,cardboard,0,train,777,8c5fc72fb93efeb74d912c8ead8dfde62894aabd5aa5ceb67cb261d7efa13e09
trashnet_k5_00088,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/train/cardboard/cardboard106.jpg,train/cardboard/cardboard106.jpg,train,cardboard,0,train,777,2c0f7b6223c9143f9ed4202b398f2e65febeb1b1edf50e65c2fdd7ac83da4260
trashnet_k5_00089,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/train/cardboard/cardboard107.jpg,train/cardboard/cardboard107.jpg,train,cardboard,0,train,777,f684a75b78c3b036ef269ae3065dc465b3ebee2816aafb2c1c33ca2f97e035b4
trashnet_k5_00090,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/train/cardboard/cardboard108.jpg,train/cardboard/cardboard108.jpg,train,cardboard,0,train,777,99bcaeaf983807a7517bd9c795c9176189806c05194163201cf64aace1531143
trashnet_k5_00093,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/train/cardboard/cardboard114.jpg,train/cardboard/cardboard114.jpg,train,cardboard,0,train,777,c64e75b62eaae06b8903dbaa196d044498c126746ab424ea29c09534b0ebbeed
trashnet_k5_00094,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/train/cardboard/cardboard115.jpg,train/cardboard/cardboard115.jpg,train,cardboard,0,train,777,448e75e25fc89c0af92631d09fe6a6b3c86d121478ba1b9fd8f57a6ccb2a98e1
trashnet_k5_00096,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/train/cardboard/cardboard117.jpg,train/cardboard/cardboard117.jpg,train,cardboard,0,train,777,17b467e667f6ec479e92721a9f9022c2d7f127bae2afd95cf25c0ac5c8d49935
trashnet_k5_00097,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/train/cardboard/cardboard118.jpg,train/cardboard/cardboard118.jpg,train,cardboard,0,train,777,a6b2370bb703f31cbf1e79ab9ef3e7f716a4579493b058a61fca85e37ae7157e
trashnet_k5_00098,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/train/cardboard/cardboard120.jpg,train/cardboard/cardboard120.jpg,train,cardboard,0,train,777,ad5db05d8cd20a051b84b0354659e462dfd9709febbc88c9d2d1acac5ff7b3f6
trashnet_k5_00100,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/train/cardboard/cardboard122.jpg,train/cardboard/cardboard122.jpg,train,cardboard,0,train,777,cf30fceb14b4638f56b5be8c0bac37051cdc971cc24055762abb7d75b6086ba5
trashnet_k5_00101,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/train/cardboard/cardboard123.jpg,train/cardboard/cardboard123.jpg,train,cardboard,0,train,777,b07444b5c289f4c8562828a1c3f397d0d3f2fa4a99324273ed9b3f58a1871d3c
trashnet_k5_00102,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/train/cardboard/cardboard124.jpg,train/cardboard/cardboard124.jpg,train,cardboard,0,train,777,abb69d945dbc094ff1bc3106dea049b049db52d5f2c840bedccbce030b4e5271
trashnet_k5_00105,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/train/cardboard/cardboard127.jpg,train/cardboard/cardboard127.jpg,train,cardboard,0,train,777,5090e856d0fe490c802ce604fd5d186a4ead5e5b9b4b325ac728850189ac8b36
trashnet_k5_00106,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/train/cardboard/cardboard128.jpg,train/cardboard/cardboard128.jpg,train,cardboard,0,train,777,575037d1fc88de2351aad0fd7ea2d210cf153828da7f6f025f44e3b51e678287
trashnet_k5_00107,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/train/cardboard/cardboard129.jpg,train/cardboard/cardboard129.jpg,train,cardboard,0,train,777,c2ae83dc97726813ee11aba8f734474448bafaa3816afb15ebffde35de7980f7
trashnet_k5_00110,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/train/cardboard/cardboard132.jpg,train/cardboard/cardboard132.jpg,train,cardboard,0,train,777,06fdb00605265afacb58e4a5d28ee093f209acb79b9703354cbcbc4a17059e91
trashnet_k5_00111,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/train/cardboard/cardboard133.jpg,train/cardboard/cardboard133.jpg,train,cardboard,0,train,777,2eb0bb8ef2c6da8e6d82698f32a6c3efcd6fc4a1509e31d37f5d60445ecc45d7
trashnet_k5_00112,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/train/cardboard/cardboard134.jpg,train/cardboard/cardboard134.jpg,train,cardboard,0,train,777,9720c0ba08fcdf017ceb7b92191f3f6ba6cd05c8cc27b79accc183dfcd8f686d
trashnet_k5_00113,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/train/cardboard/cardboard136.jpg,train/cardboard/cardboard136.jpg,train,cardboard,0,train,777,8bc75c6725f0e9588ba990ed5e5f1bca9da5259eb8e31be0d11ba35afb18412e
trashnet_k5_00114,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/train/cardboard/cardboard137.jpg,train/cardboard/cardboard137.jpg,train,cardboard,0,train,777,4d89fcb735ea15edca28d80bd5a288c97a2f169eed7ee8d3dfde62d7b22890bc
trashnet_k5_00118,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/train/cardboard/cardboard142.jpg,train/cardboard/cardboard142.jpg,train,cardboard,0,train,777,4cb2df483ca108f9625290f9f10b6aa5eefbf3bc9fb11e9f75804c14d2fe17be
trashnet_k5_00119,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/train/cardboard/cardboard144.jpg,train/cardboard/cardboard144.jpg,train,cardboard,0,train,777,10ceb0bffebd2fa284a0bd4000dfb9a0ee68af5412279cedcb414300be18161a
trashnet_k5_00120,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/train/cardboard/cardboard147.jpg,train/cardboard/cardboard147.jpg,train,cardboard,0,train,777,3fb80051a8aa0e7682187c6f9f806154eee6862d7cd1c596cf70c226ff7c03b7
trashnet_k5_00121,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/train/cardboard/cardboard148.jpg,train/cardboard/cardboard148.jpg,train,cardboard,0,train,777,6df32df3445f1fd3a9d2163bce9cd36982d755abe5c635ed5548a82812e85631
trashnet_k5_00122,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/train/cardboard/cardboard149.jpg,train/cardboard/cardboard149.jpg,train,cardboard,0,train,777,8bdd9137310a29365d06b152fc545355154bd24b457fea0398e41bd045b1ebf7
trashnet_k5_00123,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/train/cardboard/cardboard15.jpg,train/cardboard/cardboard15.jpg,train,cardboard,0,train,777,2e3bc470e7c2d4838739df371a850a1abadcdaa3c1d98c9f06a6c9416502910d
trashnet_k5_00124,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/train/cardboard/cardboard151.jpg,train/cardboard/cardboard151.jpg,train,cardboard,0,train,777,5aa74001d4af60fe4970c591f247b628d481cf7c3444b0ffd1d1585b1a6e5dc5
trashnet_k5_00129,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/train/cardboard/cardboard157.jpg,train/cardboard/cardboard157.jpg,train,cardboard,0,train,777,9a6bbee24d5b0385868e0939833e6b9bda7792a169d0cf3cadb66a6fee9429c7
trashnet_k5_00131,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/train/cardboard/cardboard159.jpg,train/cardboard/cardboard159.jpg,train,cardboard,0,train,777,087c11b5a5003eaabded9748b1ee459baaed56492c02cd1bcdf17587aac01233
trashnet_k5_00132,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/train/cardboard/cardboard16.jpg,train/cardboard/cardboard16.jpg,train,cardboard,0,train,777,c9a105d6d78b97099ba3eb73cc839756360930b718b1d538474f64bc67d2f164
trashnet_k5_00133,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/train/cardboard/cardboard160.jpg,train/cardboard/cardboard160.jpg,train,cardboard,0,train,777,14d11e57928a1db1778bc6731d4fab8746cef8224fb13f95ced869e614c8f1e3
trashnet_k5_00134,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/train/cardboard/cardboard161.jpg,train/cardboard/cardboard161.jpg,train,cardboard,0,train,777,5d2e969d3a067cf79834da828870e513a0e99428c6de513f14586c5d47a297de
trashnet_k5_00135,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/train/cardboard/cardboard162.jpg,train/cardboard/cardboard162.jpg,train,cardboard,0,train,777,d89184da82f070e7b41f440bf1998dcd79cf20f27de0fd5f48f92d89d71de15d
trashnet_k5_00136,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/train/cardboard/cardboard164.jpg,train/cardboard/cardboard164.jpg,train,cardboard,0,train,777,446a1f224747b2056f5fe0bf50903519608e559fd1ce7ecad8aaf3ad7077bd97
trashnet_k5_00137,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/train/cardboard/cardboard165.jpg,train/cardboard/cardboard165.jpg,train,cardboard,0,train,777,2e89f7e3c69e7520d2897fb65ae91e05969fa3e51b16f1eab01d1277edaa6a7d
trashnet_k5_00139,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/train/cardboard/cardboard167.jpg,train/cardboard/cardboard167.jpg,train,cardboard,0,train,777,aeef14b55de1b144084e8c760d2353476589ab96310af05ab3efc395eabf2fb4
trashnet_k5_00140,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/train/cardboard/cardboard168.jpg,train/cardboard/cardboard168.jpg,train,cardboard,0,train,777,c5adf70b3390c88d5799a29251d4d6ded545f8e9b2b27a11bf5defac377491d9
trashnet_k5_00141,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/train/cardboard/cardboard169.jpg,train/cardboard/cardboard169.jpg,train,cardboard,0,train,777,a6b0a3670259dd8027b06e87ae292e8eca1c87634d785e8949a42c7d19709f04
trashnet_k5_00143,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/train/cardboard/cardboard171.jpg,train/cardboard/cardboard171.jpg,train,cardboard,0,train,777,770e0a53378932f757ebdc1422b58f53b243f303a56edda8dec68884e375881e
trashnet_k5_00144,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/train/cardboard/cardboard173.jpg,train/cardboard/cardboard173.jpg,train,cardboard,0,train,777,d886f1cb47cd1c4e22bbd89c058932961e1e872be7540f2e7cca1a5f2fb289b8
trashnet_k5_00145,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/train/cardboard/cardboard175.jpg,train/cardboard/cardboard175.jpg,train,cardboard,0,train,777,d4af0e938445156556763cb843543edde80b739fbdececcca278c48dd9368d8b
trashnet_k5_00146,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/train/cardboard/cardboard176.jpg,train/cardboard/cardboard176.jpg,train,cardboard,0,train,777,9731e15505d08076b916b3ee126d4f834d151e0a258cc6f2113600a07aec2f8c
trashnet_k5_00147,/kaggle/input/datasets/kholiqbudiman/trashnet-k5-waste-classification/train/cardboard/cardboard177.jpg,train/cardboard/cardboard177.jpg,train,cardboard,0,train,777,8aa23475abf49b4b68b3f3b1c9d6baeabe834d4e90b37a63cecbecaf07776c36
