sample_id,image_path,relative_path,label,class_id,split,seed,sha256
trashnet_00037,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard132.jpg,cardboard/cardboard132.jpg,cardboard,0,train,42,06fdb00605265afacb58e4a5d28ee093f209acb79b9703354cbcbc4a17059e91
trashnet_00038,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard133.jpg,cardboard/cardboard133.jpg,cardboard,0,train,42,2eb0bb8ef2c6da8e6d82698f32a6c3efcd6fc4a1509e31d37f5d60445ecc45d7
trashnet_00039,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard134.jpg,cardboard/cardboard134.jpg,cardboard,0,train,42,9720c0ba08fcdf017ceb7b92191f3f6ba6cd05c8cc27b79accc183dfcd8f686d
trashnet_00041,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard136.jpg,cardboard/cardboard136.jpg,cardboard,0,train,42,8bc75c6725f0e9588ba990ed5e5f1bca9da5259eb8e31be0d11ba35afb18412e
trashnet_00042,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard137.jpg,cardboard/cardboard137.jpg,cardboard,0,train,42,4d89fcb735ea15edca28d80bd5a288c97a2f169eed7ee8d3dfde62d7b22890bc
trashnet_00044,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard139.jpg,cardboard/cardboard139.jpg,cardboard,0,train,42,5d9a890325e8be067316639d0a107166c5fa5025a693271941bfe282cc350598
trashnet_00045,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard14.jpg,cardboard/cardboard14.jpg,cardboard,0,train,42,5cfa131c4b8ea1b8308b279b7f88027cb18d63ab24b36127f216008f9354c953
trashnet_00046,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard140.jpg,cardboard/cardboard140.jpg,cardboard,0,train,42,5c07ab0e59bbf265410c979526ab9b388b28a5fd5fe93fa7d713ed96954ba7f4
trashnet_00051,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard145.jpg,cardboard/cardboard145.jpg,cardboard,0,train,42,e57e3b344b171c2ff32e3b50985cdfa163f01d81265d11c97ca7c96b8f3a612a
trashnet_00055,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard149.jpg,cardboard/cardboard149.jpg,cardboard,0,train,42,8bdd9137310a29365d06b152fc545355154bd24b457fea0398e41bd045b1ebf7
trashnet_00056,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard15.jpg,cardboard/cardboard15.jpg,cardboard,0,train,42,2e3bc470e7c2d4838739df371a850a1abadcdaa3c1d98c9f06a6c9416502910d
trashnet_00057,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard150.jpg,cardboard/cardboard150.jpg,cardboard,0,train,42,6a3464c6a63d939cf7dfbde1b97305cbfb47dfbfb2982676dcb5896a5c137687
trashnet_00059,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard152.jpg,cardboard/cardboard152.jpg,cardboard,0,train,42,b740093eb803b7cb8cfb25cf27d1f30bfa9d38fb67794a20b76e5bf7a1f0b32e
trashnet_00060,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard153.jpg,cardboard/cardboard153.jpg,cardboard,0,train,42,6e4b49547daf86f258ebc12aa2bbdd574e2d77837cfa36dbca0cfa2891520f14
trashnet_00063,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard156.jpg,cardboard/cardboard156.jpg,cardboard,0,train,42,7b5daf5075ffb94cc6f4e408e780ba39c65c62c4741102d793a098d745fe41c4
trashnet_00065,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard158.jpg,cardboard/cardboard158.jpg,cardboard,0,train,42,1696ceb0931601a838034f60f36e90b802e78dc87146b0cca102afe9cc55c4f7
trashnet_00066,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard159.jpg,cardboard/cardboard159.jpg,cardboard,0,train,42,087c11b5a5003eaabded9748b1ee459baaed56492c02cd1bcdf17587aac01233
trashnet_00067,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard16.jpg,cardboard/cardboard16.jpg,cardboard,0,train,42,c9a105d6d78b97099ba3eb73cc839756360930b718b1d538474f64bc67d2f164
trashnet_00068,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard160.jpg,cardboard/cardboard160.jpg,cardboard,0,train,42,14d11e57928a1db1778bc6731d4fab8746cef8224fb13f95ced869e614c8f1e3
trashnet_00069,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard161.jpg,cardboard/cardboard161.jpg,cardboard,0,train,42,5d2e969d3a067cf79834da828870e513a0e99428c6de513f14586c5d47a297de
trashnet_00070,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard162.jpg,cardboard/cardboard162.jpg,cardboard,0,train,42,d89184da82f070e7b41f440bf1998dcd79cf20f27de0fd5f48f92d89d71de15d
trashnet_00072,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard164.jpg,cardboard/cardboard164.jpg,cardboard,0,train,42,446a1f224747b2056f5fe0bf50903519608e559fd1ce7ecad8aaf3ad7077bd97
trashnet_00073,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard165.jpg,cardboard/cardboard165.jpg,cardboard,0,train,42,2e89f7e3c69e7520d2897fb65ae91e05969fa3e51b16f1eab01d1277edaa6a7d
trashnet_00074,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard166.jpg,cardboard/cardboard166.jpg,cardboard,0,train,42,1a6498eb76db159d786146ea850b90b628d4dce34144e856863f804194ee6347
trashnet_00075,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard167.jpg,cardboard/cardboard167.jpg,cardboard,0,train,42,aeef14b55de1b144084e8c760d2353476589ab96310af05ab3efc395eabf2fb4
trashnet_00076,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard168.jpg,cardboard/cardboard168.jpg,cardboard,0,train,42,c5adf70b3390c88d5799a29251d4d6ded545f8e9b2b27a11bf5defac377491d9
trashnet_00077,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard169.jpg,cardboard/cardboard169.jpg,cardboard,0,train,42,a6b0a3670259dd8027b06e87ae292e8eca1c87634d785e8949a42c7d19709f04
trashnet_00078,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard17.jpg,cardboard/cardboard17.jpg,cardboard,0,train,42,39385c062633523815827cdf6687d430bd880a937d7ca2ffc08ef11dd6bcdc35
trashnet_00079,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard170.jpg,cardboard/cardboard170.jpg,cardboard,0,train,42,9923220494b8e731421962ea59dd0eb4ff4ba9e0339c85c2fa4c91e61f2634fc
trashnet_00081,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard172.jpg,cardboard/cardboard172.jpg,cardboard,0,train,42,dc136340244a6e65adf8371c06bf0d9d7adcb086ead81d4b072aceba22d80db0
trashnet_00082,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard173.jpg,cardboard/cardboard173.jpg,cardboard,0,train,42,d886f1cb47cd1c4e22bbd89c058932961e1e872be7540f2e7cca1a5f2fb289b8
trashnet_00083,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard174.jpg,cardboard/cardboard174.jpg,cardboard,0,train,42,c00c0deac6ea17c761be9345f20b4d96f4c6c6c3818d55ce94af252aa4bc611e
trashnet_00084,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard175.jpg,cardboard/cardboard175.jpg,cardboard,0,train,42,d4af0e938445156556763cb843543edde80b739fbdececcca278c48dd9368d8b
trashnet_00085,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard176.jpg,cardboard/cardboard176.jpg,cardboard,0,train,42,9731e15505d08076b916b3ee126d4f834d151e0a258cc6f2113600a07aec2f8c
trashnet_00086,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard177.jpg,cardboard/cardboard177.jpg,cardboard,0,train,42,8aa23475abf49b4b68b3f3b1c9d6baeabe834d4e90b37a63cecbecaf07776c36
trashnet_00089,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard18.jpg,cardboard/cardboard18.jpg,cardboard,0,train,42,c4e683190b4d8634e9c7030e178eef58b07d09ad68c1ecbd9eb55dad02364360
trashnet_00090,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard180.jpg,cardboard/cardboard180.jpg,cardboard,0,train,42,d0d33e05ddf5a1464af7d3ceed2d30dc161bdd7ac140402020091087c4e6f6d9
trashnet_00092,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard182.jpg,cardboard/cardboard182.jpg,cardboard,0,train,42,7e3f9b753d038ef4fb3cbc0fa67d2cf4bf16058e83fc3251e1c5a51ca6b08a86
trashnet_00093,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard183.jpg,cardboard/cardboard183.jpg,cardboard,0,train,42,8746597e062e9897fd53526a66c5ac35c2aefca4ca2c5e6cf3f928b87362e55d
trashnet_00094,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard184.jpg,cardboard/cardboard184.jpg,cardboard,0,train,42,d46cb1df29467b1ab46333d2a838225aa1f40af0164c54ba97630df53c926ed9
trashnet_00095,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard185.jpg,cardboard/cardboard185.jpg,cardboard,0,train,42,65fefbd73dd0f968703ba0c7319e33d8b52cfad221bca536733ceed485675d14
trashnet_00096,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard186.jpg,cardboard/cardboard186.jpg,cardboard,0,train,42,bab81c8185b5066823d5784139e56e3a91828ecafb0dc1b3c6c0bbd68804c8c1
trashnet_00097,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard187.jpg,cardboard/cardboard187.jpg,cardboard,0,train,42,2d92e10fe0efb5cb4b68e2ddb150cd7ff5e21ef770972c71d6b8432823447e05
trashnet_00101,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard190.jpg,cardboard/cardboard190.jpg,cardboard,0,train,42,088abe8da4601c733f63ab5ac545693835a927ae20a66c49e6906ac7ff157bd2
trashnet_00103,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard192.jpg,cardboard/cardboard192.jpg,cardboard,0,train,42,d88df2bceff6f2702c550f6f78e64eb598a9fb961222f83de9ede85fea44fc45
trashnet_00104,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard193.jpg,cardboard/cardboard193.jpg,cardboard,0,train,42,121f732624ef127b41164313832909f2fb582583f035112c8232bc421e29a5b0
trashnet_00107,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard196.jpg,cardboard/cardboard196.jpg,cardboard,0,train,42,2e2814038c3594bb3d50fa40a8a4763ad9087a2b53e21c061f51d7cf0a90b78b
trashnet_00108,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard197.jpg,cardboard/cardboard197.jpg,cardboard,0,train,42,0fabbacd1a327ee0220db83ada47c24b77645a6bee64aa5969b8e2ad9dee98f5
trashnet_00109,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard198.jpg,cardboard/cardboard198.jpg,cardboard,0,train,42,d348d8b5c733bbc3fe31c40bcf57999eedfbfd6aee6184b73d33f1e0d62a3b9c
trashnet_00110,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard199.jpg,cardboard/cardboard199.jpg,cardboard,0,train,42,4803d51b94b42b9e3357e9c1b72f656f622d389743422215b63feb0eaad16d6d
trashnet_00111,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard2.jpg,cardboard/cardboard2.jpg,cardboard,0,train,42,c368bda01fcf3d9cb13cb16062bbbf5c96843ceb905e730fa9d69f533b318d7e
trashnet_00112,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard20.jpg,cardboard/cardboard20.jpg,cardboard,0,train,42,836a0b77bcf24950f06b5c69dfe84079f208f12dfcd2aa9b1970b81f3f78e4e2
trashnet_00113,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard200.jpg,cardboard/cardboard200.jpg,cardboard,0,train,42,235a53570abbad7adcb2901ead6d7385e36c679f1a3aa7bce179a641d4d1a873
trashnet_00114,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard201.jpg,cardboard/cardboard201.jpg,cardboard,0,train,42,b5ead8ef7426dff4f6c3851044cac9cdc96297c4a11d8abc5e48f701213efc88
trashnet_00115,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard202.jpg,cardboard/cardboard202.jpg,cardboard,0,train,42,a6d3fd0f1fe12e064594e598ea1ebf4bf2357d3aeb657aff74302b129f003664
trashnet_00116,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard203.jpg,cardboard/cardboard203.jpg,cardboard,0,train,42,21fca9f2141321b5856dd917ef588b9c60dd431e6435169d6120e4dac61c820d
trashnet_00117,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard204.jpg,cardboard/cardboard204.jpg,cardboard,0,train,42,bde9127611fc86b82d3a0d620dd75227b627d6813fa8d56f026e18f00669015e
trashnet_00118,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard205.jpg,cardboard/cardboard205.jpg,cardboard,0,train,42,cb18509203c2d290dfd7f7c89b371499e85eaaf6c1681dcb31c0548588c28429
trashnet_00119,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard206.jpg,cardboard/cardboard206.jpg,cardboard,0,train,42,b0b9350d49745175d4eb74ee742e7e82258dda7ec25eed333de1911736e6bf67
trashnet_00120,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard207.jpg,cardboard/cardboard207.jpg,cardboard,0,train,42,0d19e7e6ef97e06bae787b9283eaa8f08df88b9b653e5be0e9ff75720d0239fb
trashnet_00122,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard209.jpg,cardboard/cardboard209.jpg,cardboard,0,train,42,52b6c183732b04bd232645f5e8685c19280dbc2f0ce9725b156b472924183cb5
trashnet_00123,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard21.jpg,cardboard/cardboard21.jpg,cardboard,0,train,42,d701faf2b056316b6198b2e5e07030b2308e8474d4cf30e9543728591f2acbda
trashnet_00124,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard210.jpg,cardboard/cardboard210.jpg,cardboard,0,train,42,4aadc37b0c115185220dd1d207fa5bc3633c93cb09c5fd193b19b3f10e0be0a9
trashnet_00125,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard211.jpg,cardboard/cardboard211.jpg,cardboard,0,train,42,9aa6cf0e9a86de7a3ce785cda8dcedf23539392a690e37d504afd0504596bf95
trashnet_00126,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard212.jpg,cardboard/cardboard212.jpg,cardboard,0,train,42,d5faa87e6021912bc14add04f04c9cf6548dc920a750e47680696d8db6de25ed
trashnet_00127,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard213.jpg,cardboard/cardboard213.jpg,cardboard,0,train,42,b3c979a3f4b7246548b51ee34782dfab7e146a569511f62bca9b11701460c951
trashnet_00129,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard215.jpg,cardboard/cardboard215.jpg,cardboard,0,train,42,995196b4035e706dea1737e2c445c9e0964014a94fcc2871b91b4a66aa3b7c71
trashnet_00131,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard217.jpg,cardboard/cardboard217.jpg,cardboard,0,train,42,3f5fba27f5c8a3e46bdbcbccb8e42ff38514e6bd5b6ac3aac96a8d44a05e52ea
trashnet_00132,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard218.jpg,cardboard/cardboard218.jpg,cardboard,0,train,42,189f3c6c3c086d1c64a557be1206c99c7867c49cb890ac9e3890f8c4b5a64546
trashnet_00133,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard219.jpg,cardboard/cardboard219.jpg,cardboard,0,train,42,2a0b62fda0ff643a92fea69f05c0c1d6bb75d8f11e93b684b6eb052337e89334
trashnet_00136,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard221.jpg,cardboard/cardboard221.jpg,cardboard,0,train,42,5302461a04d678d5e8637ba2afedb6adbcc4297c8fc008b9c3fbca17fafeaaac
trashnet_00137,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard222.jpg,cardboard/cardboard222.jpg,cardboard,0,train,42,18aaa625b4d836e878b024712e47e0dda8682faf64fed862a806fbcbfe260a1e
trashnet_00139,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard224.jpg,cardboard/cardboard224.jpg,cardboard,0,train,42,6bc53f23fa43a458e30a2f3b75ddc6eda6c02d2d2557f3034291840ccce35ddd
trashnet_00140,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard225.jpg,cardboard/cardboard225.jpg,cardboard,0,train,42,315ebaad65063f231a4d92ec7079a65f4d3ce88b89727c36be32ad807653e36c
trashnet_00141,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard226.jpg,cardboard/cardboard226.jpg,cardboard,0,train,42,ce76dce4cb943e15ab516ae2b71f241ad19426b8dd6f26c30dd67ccf5d233f73
trashnet_00142,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard227.jpg,cardboard/cardboard227.jpg,cardboard,0,train,42,5b32ba74f6f497a7160d1a97b163905fe75407c71a909e566ae5c7b4f24f677a
trashnet_00143,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard228.jpg,cardboard/cardboard228.jpg,cardboard,0,train,42,b41f4388df1476e62b5c2bf9b568764a3a74d3ae45a3bcb7a1ad03b493fa9c0b
trashnet_00144,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard229.jpg,cardboard/cardboard229.jpg,cardboard,0,train,42,2ad343008c70f6944bfa9c17e20d739957622803e62c54b9ccc0e27bbf4ab3b2
trashnet_00145,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard23.jpg,cardboard/cardboard23.jpg,cardboard,0,train,42,6d0a8b0300bf3bb64274dc4752b94438a4f20100e6aaffcc731d12388811bb49
trashnet_00146,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard230.jpg,cardboard/cardboard230.jpg,cardboard,0,train,42,f7de0d793e463836ef67fe1c48d501b5bbc33ed6f3018aff502b539569fc4045
trashnet_00147,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard231.jpg,cardboard/cardboard231.jpg,cardboard,0,train,42,24a795211199b3e25140dd3d856b8d306d4f16078fc828587d70d03b4b273de4
trashnet_00148,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard232.jpg,cardboard/cardboard232.jpg,cardboard,0,train,42,bd6b74c2562bfdb1c0d707616ab1b59da7c6931c78279ed99e19a97126667cbb
trashnet_00150,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard234.jpg,cardboard/cardboard234.jpg,cardboard,0,train,42,17111e478c7b5036548661b8c4ea6453a562f0cdc8a3ea3a6f4645b331893348
trashnet_00152,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard236.jpg,cardboard/cardboard236.jpg,cardboard,0,train,42,acb9a6c78aa943b8a65dbdd1a86494a863639240370bdf43450bf9de07ee6624
trashnet_00153,/kaggle/input/datasets/feyzazkefe/trashnet/dataset-resized/cardboard/cardboard237.jpg,cardboard/cardboard237.jpg,cardboard,0,train,42,21b47fabac906f045ea315b7fe3fa0e235014e41c001226446e226327fd59032
